G1C,G1,G2,G3
0.36857816310226765,-0.31873651681619414,-0.30720711447884513,-0.2237530865804729
0.36564009015777793,-0.2978062304278856,-0.31698116327528414,-0.21236908000622748
0.3615329695904068,-0.3204057269095046,-0.2899232627508117,-0.2254919026589992
0.3693564015028888,-0.29828122770567134,-0.3168553529232817,-0.24534697585584664
0.3665927157072194,-0.3250040282394736,-0.33279927371231216,-0.21170191198986796
0.3646800814834182,-0.30791370559163656,-0.3309738101197918,-0.23033874412584085
0.3697397795145496,-0.3206985553958258,-0.31187880853745037,-0.21672112772014832
0.3648517402958671,-0.32669539822254823,-0.30157620581230327,-0.21988543640048577
0.36717093570440573,-0.3039136628757762,-0.3396224022216726,-0.20378455178378332
0.3678660255258041,-0.3351981033312338,-0.34029652815081174,-0.22578048507924658
0.3672842696005035,-0.3458742066355732,-0.33544377911721,-0.21660112542950147
0.3679646346299951,-0.3502674191594563,-0.2889392546232834,-0.21217841207159618
0.3657443468594252,-0.3480063669490194,-0.297118387272648,-0.21367847708194085
0.3620335119202588,-0.3580698284152223,-0.31931848845167093,-0.21385222098814424
0.36341110454947184,-0.34576843675012087,-0.31437565666209866,-0.21944809660128559
0.36826419363916085,-0.3092563238482391,-0.32727299125620196,-0.2214255612435241
0.3728270505916412,-0.3642361355525588,-0.28793677993358846,-0.21176095575335496
0.36701351082676464,-0.3417725727347268,-0.31384516724549427,-0.20807845900306274
0.3679012525553437,-0.3563324341745307,-0.2820571279854876,-0.22078776036561676
0.37066518167810864,-0.3321201117634878,-0.29835583037093516,-0.20730027722710073
0.3686198800611519,-0.30712152529223025,-0.3308223169492537,-0.2077395872035806
0.36935975564045226,-0.31262555743160186,-0.3159600230209667,-0.21384723814060094
0.3686846467695953,-0.3713651260617277,-0.30657467596672316,-0.21443529485333304
0.36877716197819993,-0.343745225121217,-0.301517265395919,-0.23659167157098931
0.3652370427312157,-0.34125945832953714,-0.30021683161940366,-0.21542197323817183
0.3680614928683961,-0.335410298483996,-0.3063333630110574,-0.19776728563134158
0.3621530622214159,-0.30164093611933296,-0.34012971273919373,-0.22122328096034008
0.36018630494163756,-0.32820961415839633,-0.32697520563745974,-0.22292151965102922
0.37492415903023485,-0.3540379693180654,-0.3220541034067866,-0.21467778518098035
0.3618646809160185,-0.3443452678545194,-0.31434790372448107,-0.23103582632958053
0.3649180569006893,-0.31613779646951956,-0.3418235867988429,-0.21191710074048248
0.3661358995915763,-0.3193110327810005,-0.3135590771585541,-0.22609607917708544
0.3648871752560542,-0.359634651115069,-0.31586735789587955,-0.211301899492611
0.3722908164550439,-0.31911202767129915,-0.31954055883277843,-0.22381702890334215
0.3650470067238441,-0.34645918440338586,-0.2892883175768292,-0.21368251297974702
0.366862421181751,-0.34749151548833584,-0.30228611122270344,-0.2067017984851671
0.3653709010381725,-0.3385666448821521,-0.33532583491469464,-0.22839793398388414
0.3672726766829714,-0.34052339854700825,-0.3010734831964117,-0.21827199018629712
0.3683304945480151,-0.31551918997475087,-0.3130152521470232,-0.20196829565269042
0.365913944314885,-0.33466458422142137,-0.3096648546655606,-0.21390122066017672
0.3615948774321695,-0.30806085993022503,-0.2855188753506796,-0.22907235928354505
0.36047511911833247,-0.33440400109985424,-0.298050839371928,-0.2170554760581309
0.3716549432278196,-0.36953998167824315,-0.3174968574405208,-0.21351900285657532
0.36550966208258623,-0.33271715423697285,-0.30629442820301533,-0.21964866818408585
0.36590108870905264,-0.3245665465833449,-0.29014842909083405,-0.21456426242569637
0.3683749469010837,-0.31954973020862887,-0.3074817975547403,-0.21123042905674666
0.36450553536850655,-0.3388448921630163,-0.352221276278309,-0.2343762109130279
0.3607243138311738,-0.2546341138426667,-0.3407102495349652,-0.2200864216287049
0.36664912899282975,-0.3297041901245983,-0.3080420049787204,-0.21005375444322535
0.37008263534264146,-0.25853099427600434,-0.3447024899719196,-0.2414859586372662
0.3687373704308509,-0.32619039160533025,-0.29301082773182374,-0.21773378500691748
0.36611884977793224,-0.33308749402100557,-0.317804015972183,-0.2253096947409723
0.36715912535572254,-0.28782030543978193,-0.31558658508159537,-0.2265698487188744
0.36547955818423167,-0.3117824381513695,-0.3408000094824284,-0.2311490023467482
0.36316317957634925,-0.35431569148567665,-0.2840597865170902,-0.2021064112357521
0.36406913864679963,-0.3400896376750797,-0.3291814125601019,-0.20631861055152642
0.3690956317300171,-0.33457511817023294,-0.3206130290553085,-0.20126977389484915
0.3689032990805917,-0.34693060531219416,-0.3059290788242554,-0.20788837648212946
0.36645519795448245,-0.292163318011868,-0.3211524367613976,-0.22346571663830528
0.3676105902523899,-0.31785993302939186,-0.3283498552316064,-0.2202551773420001
0.36503192962448106,-0.3173008880733259,-0.3156562545790946,-0.20634061292909628
0.366901363605776,-0.2916618940733621,-0.34444353015640544,-0.22657570182460057
0.3615046685820573,-0.3354803375133787,-0.3086041209049376,-0.21210791142631671
0.36372010746847594,-0.3185108893299347,-0.3257459851331817,-0.21648178812324695
0.3673440380634388,-0.3467968013551673,-0.3349653801105792,-0.23460221266676484
0.3634628846524627,-0.3604222572687234,-0.3064880627399213,-0.20422959776471278
0.36614028702643003,-0.32210499834465606,-0.3012740718311575,-0.22895924582234545
0.36102103401403035,-0.3392050091220828,-0.32508301164255166,-0.224813181342295
0.3721698283572093,-0.34066674810203385,-0.31104439452931804,-0.21586215260115343
0.36493135070562505,-0.34222532318712845,-0.33479095232292094,-0.21955648738703537
0.3716022600930415,-0.34058469750785153,-0.32336609836210606,-0.2195795089482519
0.3714283425542085,-0.30642852835752515,-0.3110450661676934,-0.22943079466870125
0.36691727079348924,-0.3108801697035956,-0.3554636914678457,-0.20985545182696172
0.36536315210849357,-0.3260856543590388,-0.3123370178171456,-0.2135189665895408
0.3637372939163432,-0.32635447830972764,-0.34381582300813546,-0.21503220275707652
0.36816997249680466,-0.3535228733414541,-0.306358925140543,-0.21632576090899994
0.3685261389921581,-0.3554198886149513,-0.30973103589962353,-0.21106673999981668
