G1C,G1,G2,G3
0.3635018733475809,-0.28063854923768294,-0.29110184408196377,-0.23807530079892444
0.3654591556439356,-0.2929976167686876,-0.28489379174525853,-0.2314418461491641
0.36353567972519935,-0.3166372148944198,-0.2503509567391503,-0.21557970680371738
0.35832675212516607,-0.28148244187066956,-0.30642340744848606,-0.23654945364923563
0.3618522168855269,-0.3225140840917503,-0.25096287711151705,-0.22225856960671936
0.3672817835966287,-0.29689005330168733,-0.28006043260702745,-0.23190947943865006
0.3657391135772197,-0.2443105549651375,-0.3315282463746242,-0.2541255174526942
0.3661739714442895,-0.2946047393828422,-0.27729399811782063,-0.22187702295973902
0.3631198679837478,-0.28756967675718026,-0.30882803380279644,-0.24402890371470484
0.36963929369904824,-0.31810127833213814,-0.25346461139328064,-0.21753501788446644
0.36641050235628914,-0.2853219812059906,-0.2768642661122985,-0.22680848598056497
0.36787391929484603,-0.3009598141694679,-0.277534939375773,-0.23332031394557398
0.3688631368853622,-0.28311410102267304,-0.28898298662207267,-0.24476326752243954
0.36784461732233764,-0.312074535120287,-0.26838137496759273,-0.2298149180680994
0.36829349012578355,-0.28304488375154113,-0.3047652774565848,-0.2280868564955672
0.3688443077209742,-0.31780761904821736,-0.24703553966336078,-0.22662163490061893
0.3645259523388423,-0.28401509859207547,-0.3109055947308173,-0.23290983277691846
0.3691913436152531,-0.282776333723095,-0.2940322754881004,-0.23894551612300544
0.3653852421664439,-0.3078041642868556,-0.2630926236052537,-0.21642823845251538
0.3603019300049094,-0.2826409834547254,-0.310191163562762,-0.24024204119555612
0.36582604378680317,-0.3370392012991288,-0.20355936155621931,-0.21108777928138495
0.36460607618843305,-0.2804799412318975,-0.2999958117827942,-0.24849716849735276
0.362324762514215,-0.293824946947201,-0.28962208947306073,-0.22688636428397713
0.3664300540378353,-0.32813522501959574,-0.24468318748459458,-0.22576825735333914
0.36858935344833194,-0.3186817566372093,-0.24258879423607024,-0.21802006021711348
0.3657235048497136,-0.3129179650595607,-0.26264794395419,-0.2245736081708799
0.3682158240870965,-0.3163734494974188,-0.28501750624814504,-0.23610322056423422
0.36256574476413383,-0.2964013757306878,-0.30758440646203533,-0.2460551125971558
0.3675326547792457,-0.28991849226788485,-0.2888399576440778,-0.2240529864422094
0.36816494278604056,-0.31415313987748983,-0.26105371100281677,-0.22590352422733104
0.36105478287434956,-0.289467817878403,-0.27160815245021386,-0.22413739505694652
0.36678084614701334,-0.33814919476895317,-0.24851182038752695,-0.21500593039644292
0.3641375014955391,-0.2960498761620063,-0.2845607740943569,-0.2293962422881701
0.361911406930059,-0.2939737832649256,-0.27435722159258347,-0.22325921314585315
0.3683203023004003,-0.3076275280764551,-0.25145033590561666,-0.2195331584339847
0.3669423530252299,-0.305025868346859,-0.24748043928723204,-0.21668756749405352
0.3634283377307226,-0.30201579436265225,-0.29053389989054146,-0.23063895986099722
0.36099853508720176,-0.2944348245817104,-0.30994720108191903,-0.24569153481861605
0.36591488693228114,-0.27382350984498044,-0.28896271379524063,-0.23157830161996174
0.36005578196337656,-0.32979594882345953,-0.23988086648126958,-0.2229429253489798
0.36057437502781226,-0.30400187398741935,-0.28555166729121584,-0.22906523890192396
0.3629208385423332,-0.29256975017496606,-0.27835508399570463,-0.2277747795906592
0.3608208651155103,-0.2899465992463484,-0.29916540161701977,-0.23568966260093158
0.36890211811026763,-0.3360863267890506,-0.28257900524314267,-0.2231297524763575
0.36196327852674864,-0.31392837475661917,-0.27332120015992883,-0.2241096829840006
0.3635386351612794,-0.2846916248897535,-0.2810987444674089,-0.23082950814411574
0.369808026839054,-0.31179044971183506,-0.2632130051056998,-0.2299441259390057
0.3612323876501517,-0.2902754127728569,-0.2803017424801226,-0.2225663193548751
0.3671920386618146,-0.3204691361349005,-0.2762628068320005,-0.22934387239121243
0.37096766118511276,-0.3091554468908682,-0.27477175281469773,-0.22642211153143266
0.3706490758174639,-0.3046364370725472,-0.25335550552049696,-0.22111648060861427
0.36712282915338607,-0.2967420513644221,-0.26824525554736306,-0.2374938076916939
0.36853409993715164,-0.31161451942762003,-0.2535277683644547,-0.21328196141408562
0.3703470791073707,-0.28683004374091353,-0.2728239633477903,-0.22576387344938711
0.3639714546809393,-0.3132188187895275,-0.26962126955189103,-0.22567579320463263
0.3688309667327536,-0.30308343238757735,-0.2641488651475732,-0.22934558390413642
0.3682089952745753,-0.28815829022984296,-0.29070784892564033,-0.23503424978278062
0.36799083835409574,-0.29765774018330937,-0.28711439096094843,-0.22779129744926646
0.3685262543933227,-0.3139227592707231,-0.24101125800436385,-0.216400992516008
0.3668676568869394,-0.28589136470837545,-0.28005594302905007,-0.23515413468927537
0.36955695195831867,-0.2979861539409943,-0.28296012963723677,-0.22966326763849332
0.36573526868037454,-0.30386649688487277,-0.3137915829408181,-0.2525660096737048
0.36025230006383846,-0.3113472862166181,-0.27548991706349085,-0.23550475798449352
0.368149829653647,-0.33665414206300426,-0.24150965128454646,-0.2192554456009338
0.36862359275146095,-0.2976515045123584,-0.26986849005065006,-0.22694307206413955
0.36586640411769045,-0.29253152309532787,-0.2826527086508011,-0.22750123769301356
0.3654072546743873,-0.3262745953728672,-0.28342689771427276,-0.2240069232136144
0.362525762895505,-0.29977035511396133,-0.275416284933652,-0.22858713806698472
0.3686161804142089,-0.3194888560259153,-0.260108249733742,-0.22485527301840147
0.3658322845225889,-0.2912997602130354,-0.28673472687794277,-0.23305979148836134
0.3661668884735447,-0.28959282857567115,-0.26114133692057395,-0.2247359793812303
0.3649101359882172,-0.3030033227639175,-0.2771106341082042,-0.2272275179630222
0.3674877742071197,-0.3281899636148331,-0.26023612566118065,-0.21886127492335142
0.36590590955749375,-0.33718744499773334,-0.23859178250891566,-0.21770278320926834
