G1,G2,G3
0.20940660326753266,-0.9386945291281255,-0.461851663630043
0.018503388667437632,-0.7186053619903738,-0.40212935572851066
0.17566315446250674,-0.929500761677333,-0.4686426214399292
0.016999399314128343,-0.7145717918873828,-0.4144285766733284
0.1978107534513526,-0.950704294584019,-0.4278959143797828
0.17639596106257235,-0.8993086956561233,-0.4531037098461061
0.12505550268407964,-0.7808107484409633,-0.3946595598113475
0.1944023601185668,-0.9237039633738137,-0.41508012808419104
0.21971522740689167,-0.9383844082465349,-0.4383313139114906
0.18471863061672028,-0.8624475448185186,-0.4706669793917894
0.1822207020366581,-0.8514388925507268,-0.439749595141141
0.057479655114369727,-0.7961315982174242,-0.40607476983884905
0.17173357111864998,-0.871425353802432,-0.40628642014194927
0.0008310659693628762,-0.7440088176287463,-0.41039785835200243
0.16165035420778534,-0.8250221862470596,-0.4331309767922341
0.18318214548955133,-0.8791120428837804,-0.4510789697747797
0.14284231380504353,-0.8103972291588882,-0.4383748278826589
0.14036728212707952,-0.8589939016344272,-0.4471143366971721
0.12054318262163882,-0.8193239893109999,-0.43329361046965753
-0.018844040812487455,-0.7429470047753038,-0.41490492582688243
0.1208384649869242,-0.8583198265343229,-0.424082646098129
0.04080805362593918,-0.7761191184740548,-0.4252283033577903
0.1824292425446583,-0.9343053219534655,-0.45921775065730264
-0.008254664615580599,-0.7391048156525792,-0.3811623103301943
0.20538279519933086,-0.9292243944113673,-0.4186376248389296
0.13800576535820994,-0.934372379088839,-0.4356310881702049
0.20206327883816874,-0.9392020580379554,-0.4680435112973456
0.15654988896522665,-0.9844544133348244,-0.43933439510323113
0.00701422166184557,-0.6955784042908784,-0.3937238101929796
-0.012441608460338136,-0.633607562770422,-0.3947655387742171
0.1811557586326464,-0.8852775046288073,-0.4213076000829416
0.014793730770761298,-0.6897140790620377,-0.3814524275751987
0.0785642060740758,-0.7672295864969935,-0.4117752146332642
0.21040309978377603,-0.992612539529407,-0.4256947446581924
0.13880716047250757,-0.8464048636175071,-0.4317006977320558
0.18822000194265068,-0.9076828509446114,-0.44964964297984067
0.21430113801458928,-0.9081802830657121,-0.4246662344411853
0.07728614368261325,-0.8211731381865677,-0.41918486510787295
0.03240158977227207,-0.7695675311761835,-0.41743524237146296
0.17579935389169185,-0.9366227685585682,-0.43872965818638965
0.09311811073503345,-0.8484777331454535,-0.4191851570962637
0.16617477082818913,-0.9494606041986744,-0.4516630111116581
0.14738911307162242,-0.8643532361299341,-0.4427575358835002
0.12047610899869542,-0.7968443555598017,-0.427621790283279
0.13621660887862494,-0.8534130252678365,-0.4182513744181784
0.05519792064710274,-0.7452357628573711,-0.4163281918771323
0.18299518196450032,-0.9170386330709743,-0.42299161404438557
0.07702561758912879,-0.7772268632913074,-0.4191787780845658
0.08823096623825297,-0.7986080916979212,-0.44538446257805303
0.01169038459427373,-0.7434035582992647,-0.3947481495115586
0.014580729865165063,-0.7580384212820875,-0.4059030291563512
0.015259653715231124,-0.8005345364273069,-0.4130036471675944
0.00590405853044939,-0.6829141888247845,-0.40448655271581324
0.1754571873157607,-0.8842244318221023,-0.42483477849658324
0.09553706088905954,-0.8026515175586256,-0.41272559373086054
0.012626106522004459,-0.6729559738575517,-0.4006343855369964
0.1061233675854962,-0.7594316735749014,-0.412632660311867
0.23060044211513608,-0.8237796735011317,-0.41541711536778303
0.1105639239367949,-0.7949744610557786,-0.42596722096999284
0.10531130378052589,-0.825476753118137,-0.44371003458235325
-0.007880195133619896,-0.6732895704587487,-0.3928221568369924
0.1578805470117997,-0.8889642824076377,-0.44810814236194674
0.015138453561879444,-0.7222351096595165,-0.4100804941606589
0.10196192160046971,-0.764831582649333,-0.43165379042600294
-0.023108372077255062,-0.6722908004108114,-0.39437935292743215
0.15288632980477337,-0.8266296450214872,-0.3880759685199751
0.12940774041192293,-0.8704209092394672,-0.40611789645129065
0.2077933012904086,-0.918766733761708,-0.43690985298877383
0.13335781044094278,-0.9565569499408932,-0.4507704779212999
-0.028083274590028157,-0.6912472471309502,-0.4112283893704608
0.19306571557278554,-0.8729799548683451,-0.42949006489630026
0.013188400747040736,-0.7172852602405199,-0.3899080341327841
0.00680215656200413,-0.7771084579038836,-0.3810304911986517
0.14463818898717015,-0.8495253603885858,-0.4219818329754731
0.20044458779279403,-0.8982358413844715,-0.4421561601756816
0.07044128318189873,-0.7417246935824859,-0.40820059729997016
0.12500354206563719,-0.7387340676964104,-0.4080608691691177
0.19772202025589475,-0.9677156570820986,-0.4724036533860952
0.026482700389685906,-0.73354717428711,-0.3927347454014774
0.18621437969223625,-0.9352100803142014,-0.4586070167196178
0.1556451738678436,-0.9047231056003832,-0.4535931980377236
0.15672423517876877,-0.8834951235622713,-0.43512669858053793
0.02497462667561023,-0.7383231665519404,-0.4061863782059336
0.16656628771596577,-0.8841113015877665,-0.4441990653776757
0.09404433022667406,-0.8913478886686168,-0.45307580898602917
0.18010256417805437,-0.9297560623486688,-0.45680892440968857
0.18764238203902223,-0.9150429036885838,-0.4288351546349906
0.010629377539114818,-0.7374377002449184,-0.4028718034018146
0.16333791707538964,-0.8708774128008493,-0.4053196768459804
0.15303381332657007,-0.9196929753028339,-0.4806741212970285
0.16650375018202834,-0.8664342544960113,-0.4781660874061431
0.18909812463689427,-0.8668834121796725,-0.41707769403407974
0.16994745302601227,-0.8939676268682384,-0.4714043798612216
0.16431821770546362,-0.8376066016692489,-0.4366023711486192
0.2097030418951881,-0.9655488397913375,-0.4625515346964113
0.17953828746281708,-0.944506405411731,-0.42565199585753105
0.05106835796110965,-0.7510309045615371,-0.4145258916530844
0.02995275697034739,-0.7478358321362091,-0.3788974998994974
0.01975153609764513,-0.7294953569519254,-0.3900427532788518
0.01707029541216814,-0.7665597970083233,-0.4135712664898415
