G1,G2,G3
-0.009007994194930554,-0.7132052468458641,-0.44715380017026
-0.047950743281120305,-0.9475009092602473,-0.41330554889643367
-0.04841930874169413,-0.6355713620494126,-0.33470825087537615
-0.1537175347857606,-0.45053747314788645,-0.2783486047520324
0.021058023908033463,-1.0716686886972973,-0.44073032778080096
-0.06191909856308558,-0.6883937696340636,-0.355419586920103
-0.08348816671672331,-0.47819476167197583,-0.278790307406196
-0.08834133066308149,-0.63106766111579,-0.32608594316046297
-0.03362715944842587,-0.8686029255163403,-0.4187168498911905
0.028209482966945226,-0.9489243826224645,-0.4590294930097252
-0.06317032346494048,-0.6454567757477563,-0.3665641479015064
-0.10854440462473393,-0.8320593714825961,-0.4337431439642622
0.003107893732850777,-0.7732671941584996,-0.3986141210494912
0.08835896298327016,-1.258339483808992,-0.4856495610943195
-0.1007988631279799,-1.0530371345783718,-0.43546632294234466
-0.060183973340575375,-0.9089076192435722,-0.41169446797802384
-0.07800538112982272,-0.5547101320496676,-0.23809434432902965
-0.20551886858502388,-0.8654010029178547,-0.4107608111478866
-0.1436660347778406,-0.8544366153904337,-0.4375556670624227
0.0981164128243252,-1.019068472327804,-0.46415977560719357
-0.1023549814662938,-1.0357610834110211,-0.456401846521502
0.10749205442005645,-0.9398411439041411,-0.41790824893734935
-0.09460197209756395,-0.5094232808043714,-0.23664361935371928
-0.03133528229604247,-0.5702241272606787,-0.2669033637447136
-0.08107464370348834,-0.9433055416307286,-0.4244621747568325
0.004664304983291834,-0.8272554187007847,-0.3669338513693035
-0.05309121686119299,-0.9057498240178375,-0.3492879403314271
-0.05691530429835645,-0.9421260533355932,-0.4291612536893401
-0.05779059022676104,-0.5829418605997083,-0.34587959434226606
0.12026264101513023,-0.9211756222551991,-0.38967312087530637
0.05793025450899308,-0.626121823552713,-0.3413468140275387
-0.03460212477884876,-0.5926799482024074,-0.28448629966096395
-0.15942453969438844,-0.46125466590515735,-0.26179933941790645
0.012616018879249735,-0.8402626847708201,-0.38768361479190167
0.0625095836469657,-0.9532875399737611,-0.49588157597663457
0.06981055479060332,-0.8953316755481496,-0.4052240082324615
-0.28184945480067264,-0.5835400313728711,-0.2802587601729702
-0.07231425937029562,-0.7217477192591489,-0.3121989713568366
-0.07187108975697029,-0.5887008312005448,-0.29340636774372175
-0.1786681114815679,-0.5742429362080724,-0.2991469474543549
-0.017084216511257768,-0.7906666644956543,-0.39662002986579425
-0.048711403074292385,-0.8594470397874966,-0.38530822531215075
0.00791307982887742,-0.6248671453913186,-0.3066317709883132
-0.09950597821595271,-0.9454283008269663,-0.3673757806913466
0.044934578377168986,-0.9399706777605308,-0.4239701598888983
0.05248477406955574,-0.8673664340348132,-0.3214411481070281
-0.033298165381465246,-0.7116095331680441,-0.39068547478236954
-0.03419186522774913,-1.050875120316207,-0.43970845963298905
-0.12666940631737483,-0.48893973502190463,-0.34472924341254535
-0.1924959314408965,-0.3899178821399488,-0.22464282654382206
-0.030596145063862844,-1.0222619146208998,-0.49772910286029504
-0.13177496422525095,-0.7924841163952712,-0.3770605233868511
0.08606998095574973,-0.49919421615283377,-0.33048597929388546
0.0468325948039306,-0.9153878818850764,-0.4029091611873108
-0.04098310107782684,-0.8196958140014139,-0.33168939814972626
0.007574229589113433,-0.7149586158610411,-0.3673456084788206
-0.12339397892953137,-0.8477341745881596,-0.4181622911549036
-0.08207614976744411,-0.9500608780358734,-0.43449886581428815
-0.11750323301037967,-0.6499536937848159,-0.33438480541838916
0.00980437727438243,-0.8786171944435038,-0.4314631557412061
0.06550479993678203,-0.6032638492731577,-0.33361858669411615
-0.04510867745826081,-0.8655154427053255,-0.39996362031499155
-0.054274480928922335,-1.1291147885361392,-0.4456113678445494
0.047248649172048816,-0.9181453694119409,-0.3936616748955202
0.23031784740191732,-0.852386894235432,-0.4472055580252622
0.08733643383663353,-1.1877888096823224,-0.47882044285317915
-0.06893679815390906,-0.5297803171087639,-0.27843079191139625
-0.16150171046110548,-0.9682002973216702,-0.5237614068492272
-0.04514034206608351,-1.08323221375414,-0.4226565845364981
-0.06695829807772306,-0.6148530560659582,-0.33868009691608536
-0.04083010306984002,-0.7842328498295763,-0.4221992096052848
-0.0490474308993261,-1.1553971664573661,-0.46260589386743123
-0.029860003643721697,-0.8011395339466881,-0.43016732391812407
0.00354224907192352,-0.7677849678447307,-0.42922308631905787
0.08390145535382397,-0.8228158312627669,-0.3891117313393608
-0.04171773529555163,-0.7129887999428078,-0.33036290063949736
-0.11432922796814948,-0.46511776840915353,-0.20624283218499365
-0.03798747179931128,-0.5808949229131868,-0.27971281946362037
0.10161374759414998,-1.0609188633873914,-0.4520568004831656
-0.13676837434210484,-0.8193680364653267,-0.4053486358530203
0.008088267216388657,-0.689059408986938,-0.3452532939029489
-0.09034310672967145,-0.8242810980259696,-0.36374135165019156
-0.18576096043862184,-0.7746532681899208,-0.330805820324736
-0.09705932427655804,-0.5588952373846725,-0.3302331732267344
-0.05858508308666569,-0.6082412967519147,-0.3143785689403835
-0.11088594002161266,-0.6867284129234411,-0.2751661950967736
-0.06444000446074387,-0.6796588328113742,-0.3362941455153709
-0.07277691621173031,-0.4855168384982009,-0.24422724735167142
0.059382215445820785,-0.8934261732042793,-0.3675463599020293
0.02159013297766967,-0.8582813130925919,-0.4090397833861671
0.05576546376462082,-0.8505423757236107,-0.4036637276586857
-0.17422333206061927,-0.502156986962108,-0.28903272482806114
-0.014622557926281995,-0.7907727032790376,-0.38532007501943594
-0.16920843060671428,-0.4846070825475722,-0.31894372381738584
0.000975533608967226,-0.8915902399986062,-0.3930765558056382
-0.21708019342204768,-0.9473563036243733,-0.43212906436384446
-0.07258324350973629,-0.9238834743369108,-0.39661681334595544
-0.0320385956846481,-1.081849208418022,-0.5467818147337254
0.14410451794511506,-1.0088706895083024,-0.3906190928945845
-0.06512492918275765,-0.5017392723752817,-0.27153333964857673
